id,name,year_birth,year_death,dinasty
22275,HacoofOrkney,,,Orkney
22276,Erland  Ugni,,1156.0,Ugni
22277,daughterofScotland,,,Scotland
22278,Bertolf,,1121.0,
22279,FinnghualaofAngus,,,Angus
22280,SinillofAngus,,,Angus
22281,GruaidhofMoray,,,Moray
22282,son,,,
22283,Richard  Comyn,,,Comyn
22284,Donald  FitzDuncan,,,FitzDuncan
22285,Cecilia  de Rumilly,,,Rumilly
22286,William le Meschin,,,Meschin
22287,Alexander  FitzGerold,,,FitzGerold
22288,William of Egremont MacWilliam,,1155.0,MacWilliam
22289,daughter  MacWilliam,,,MacWilliam
22290,_____  MacEwan,,,MacEwan
22291,Gospatrick  MacWilliam,,1208.0,MacWilliam
22292,OctredaofAllerdale,,,Allerdale
22293,AllanofAllerdale,,,Allerdale
22294,Matilda of Northampton de St. Liz,,1158.0,Liz
22295,Robert  FitzRichard,,1134.0,FitzRichard
22296,Margaret,,,
22297,John  de Lindsay,,,Lindsay
22298,Beatrice  de Bruce,,1276.0,Bruce
22299,Hugh  de Neville,1240.0,1269.0,Neville
22300,Robert  de Ros,,1174.0,Ros
22301,HenryofStirling,,,Stirling
22302,HenryofBrechin,,1238.0,Brechin
22303,Ada,,,
22304,David,,,
22305,Marjorie,,,
22306,David  de Lindsay,,1214.0,Lindsay
22307,David  de Lindsay,,1241.0,Lindsay
22308,Gerard  de Lindsay,,1249.0,Lindsay
22309,Walter  de Lindsay,,,Lindsay
22310,William  de Lindsay,,,Lindsay
22311,Alice  de Lindsay,,,Lindsay
22312,Henry  de Pinkeney,,,Pinkeney
22313,Robert  de Pinkeney,,,Pinkeney
22314,Christina,,,
22315,Christina  Huse,,,Huse
22316,Juliana  de Cornhill,,,Cornhill
22317,Ralph  de Cornhill,,,Cornhill
22318,MaliseofStrathearn,,,Strathearn
22319,FertethofStarthearn,,,Starthearn
22320,Constance,,,
22321,daughter  de Hythus,,,Hythus
22322,Margaret,,1226.0,
22323,Eustace  de Vesci,1169.0,1216.0,Vesci
22324,Adam  de Hythus,,,Hythus
22325,daughter  Avenal,,,Avenal
22326,Robert  Avenal,,,Avenal
22327,Isabella,,,
22328,Robert le Brus,,1191.0,Brus
22329,Robert  de Ros,,1226.0,Ros
22330,Robert  de London,,,London
22331,Henry  Galightly,,,Galightly
22332,Ada,,1200.0,
22333,Aufrica,,,
22334,three  children,,,children
22335,William  de Say,,,Say
22336,Patrick  de Dunbar,1213.0,1289.0,Dunbar
22337,Mary  de Montmirel-en-Brie,,,Montmirel-en-Brie
22338,Marjorie,,,
22339,Alan  Durward,,,Durward
22340,ReginaldIofGueldres,,,Gueldres
22341,ThierryVIIIofCleves,,,Cleves
22342,MargaretofGueldres,,,Gueldres
22343,IsabellaofGueldres,,,Gueldres
22344,PhilippaofGueldres,,,Gueldres
22345,GuyofGueldres,,,Gueldres
22346,PhilipofGueldres,,,Gueldres
22347,Joan of Flanders,,1362.0,Flanders
22348,Joan  de Dreux,1294.0,1363.0,Dreux
22349,Beatrice  de Dreux,1295.0,1384.0,Dreux
22350,Alice  de Dreux,1297.0,1377.0,Dreux
22351,Blanche  de Dreux,1300.0,,Dreux
22352,Mary  de Dreux,1302.0,1371.0,Dreux
22353,Robert  de Cassel,,1331.0,Cassel
22354,Guy  de Laval,,1347.0,Laval
22355,BouchardVIofVend\x93me,,1353.0,Vend\x93me
22356,Hugh  de Balliol,,,Balliol
22357,Alexander  de Balliol,,1278.0,Balliol
22358,Cecilia  de Balliol,,1273.0,Balliol
22359,Ada  de Balliol,,,Balliol
22360,William  de Lindsay,1250.0,1283.0,Lindsay
22361,Christina  de Lindsay,,,Lindsay
22362,Enguerrand  de Guisnes,,,Guisnes
22363,EleanorofGeneva,,1303.0,Geneva
22364,John  de Burgh,,1280.0,Burgh
22365,Derbhorcaill (Devorguilla) de Burgh,1255.0,1284.0,Burgh
22366,Hawise  de Burgh,,,Burgh
22367,Marjorie  de Burgh,,,Burgh
22368,Robert  de Grelley,,1282.0,Grelley
22369,Robert  FitzWalter,1247.0,1325.0,FitzWalter
22370,Anne  Balliol,,,Balliol
22371,Brian  FitzAlan,,1306.0,FitzAlan
22372,Richard le Waleys,,1336.0,Waleys
22373,Isabella  Strathbogie,,1317.0,Strathbogie
22374,John of Strathbogie,,,Strathbogie
22375,Margaret(Mary) of Mar,,,Mar
22377,Alexander  de Bruce,,1333.0,Bruce
22378,Eleanor  Douglas,,,Douglas
22379,Archibald  Douglas,,1333.0,Douglas
22380,Thomas  de Bruce,,,Bruce
22381,Isabella of Ross,,,Ross
22382,John  Ross,,,Ross
22383,Helen  Erskine,,,Erskine
22384,John  Erskine,,,Erskine
22385,John of Lochawe Campbell,1313.0,1333.0,Campbell
22386,Dougal  Campbell,,,Campbell
22387,Duncan  Campbell,,,Campbell
22388,Joan  Mentieth,,,Mentieth
22389,John of Rusky and Knapdale Menteith,,,Menteith
22390,Alexander  Fraser,,1332.0,Fraser
22391,John of Touch Fraser,1317.0,,Fraser
22392,William  Fraser,1318.0,1346.0,Fraser
22393,Margaret  Moray,,1364.0,Moray
22394,Andrew of Bothwell Moray,,,Moray
22395,Donald  of Mar,,1332.0,Mar
22396,Ellen  of Mar,,1342.0,Mar
22397,Isabella  Stewart,,1347.0,Stewart
22398,Alexander of Bonkyll Stewart,,,Stewart
22399,John  Menteith,,,Menteith
22400,James  Garioch,,,Garioch
22401,Christopher  Seton,,1306.0,Seton
22402,Andrew of Bothwell Moray,1298.0,1338.0,Moray
22403,John  Murray,,1352.0,Murray
22404,Thomas  Murray,,1361.0,Murray
22405,Joan  Moray,,1409.0,Moray
22406,Maurice  Moray,,,Moray
22407,William  de Carlyle,,1329.0,Carlyle
22408,William  de Carlyle,,1347.0,Carlyle
22409,John  de Carlyle,,1347.0,Carlyle
22410,Thomas of Moray Dunbar,,1418.0,Dunbar
22411,Mary  Og,,,Og
22412,Angus  Og,,,Og
22413,Son  Bruce,,,Bruce
22414,Helen,,,
22415,Margaret  de Burgh,,1303.0,Burgh
22416,John  de Burgh,,,Burgh
22417,JohnofSutherland,1346.0,1361.0,Sutherland
22418,Joan  de Isaac,,,Isaac
22419,Katherine  de Isaac,,,Isaac
22420,John of Lorne,,,Lorne
22421,Robert of Liddesdale Bruce,,1332.0,Bruce
22422,Neil of Carrick Bruce,,1346.0,Bruce
22423,Walter of Odistoun Bruce,,,Bruce
22424,Christina of Carrick Bruce,,,Bruce
22425,Margaret  Bruce,,1364.0,Bruce
22426,Robert  Glen,,,Glen
22427,John of Logie,,,Logie
22428,daughter  de Graham,,,Graham
22429,Patrick  de Graham,,,Graham
22430,Richard  Boyle,1695.0,1753.0,Boyle
22431,Zerviah  Stanley,,1717.0,Stanley
22432,John  Parker,,,Parker
22433,William Stanley Parker,1702.0,,Parker
22434,Marina-Charlotte  Windsor,1992.0,,Windsor
22435,Amelia  Windsor,1995.0,,Windsor
22436,Flora Alexandra Ogilvy,1994.0,,Ogilvy
22437,Alexander Charles Ogilvy,1996.0,,Ogilvy
22438,Eliza Victoria Spencer,1992.0,,Spencer
22439,Katya Amelia Spencer,1992.0,,Spencer
22440,Louis Frederick Spencer,1994.0,,Spencer
22441,Jane Charlotte Ferguson,1912.0,1986.0,Ferguson
22442,Margaret  Ferguson,1906.0,1939.0,Ferguson
22443,Frederick Edwin Barton Wignall,,1956.0,Wignall
22444,Ann Margaret Wignall,1932.0,,Wignall
22445,Charles Arthur Fellowes,,,Fellowes
22446,Hew Fleetwood Hamilton-Dalrymple,1926.0,,Hamilton-Dalrymple
22447,Max Eben Lecky Pike,,,Pike
22448,Molly Ann Pike,1979.0,,Pike
22449,Amy Mary Pike,1981.0,,Pike
22450,Jane Margaret Newman,,1995.0,Newman
22451,Isabel Margaret Fitzalan-Howard,1951.0,,Fitzalan-Howard
22452,Thomas Michael Fitzalan-Howard,1952.0,,Fitzalan-Howard
22453,Richard Andrew Fitzalan-Howard,1953.0,,Fitzalan-Howard
22454,Henry Julian Nicholas Fitzalan-Howard,1954.0,,Fitzalan-Howard
22455,Alexander Rupert Fitzalan-Howard,1964.0,,Fitzalan-Howard
22456,Peter Christopher Bickmore,,,Bickmore
22457,Andrew Ralph Bickmore,1979.0,,Bickmore
22458,Fiona Clare Bickmore,1981.0,,Bickmore
22459,Rupert Nicholas Bickmore,1985.0,,Bickmore
22460,Penelope Jan Walters,,,Walters
22461,Edward Michael Fitzalan-Howard,1979.0,,Fitzalan-Howard
22462,Flora Eleanor Meg Fitzalan-Howard,1982.0,,Fitzalan-Howard
22463,Josephine Nina Johnsen,,,Johnsen
22464,Lydia Nina Fitzalan-Howard,1991.0,,Fitzalan-Howard
22465,Artemis Cecilia Maria Fitzalan-Howard,1993.0,,Fitzalan-Howard
22466,Claire Louise von Mallinckrodt,1960.0,,Mallinckrodt
22467,Georg Wilhelm von Mallinckrodt,,,Mallinckrodt
22468,Charmaine Brenda Schroder,1935.0,,Schroder
22469,Helmut William Bruno Schroder,,1969.0,Schroder
22470,Margaret Eleanor Phyllis Darell,,,Darell
22471,George Henry Fitzalan-Howard,1991.0,,Fitzalan-Howard
22472,Marina Katherine Fitzalan-Howard,1994.0,,Fitzalan-Howard
22473,Joanna Elizabeth Venables Vernon,1965.0,,Vernon
22474,John Lawrance Venables-Vernon,1923.0,,Venables-Vernon
22475,Sheila Jean Clark,,,Clark
22476,Sally June Stratford,,,Stratford
22477,Georgina Frances Venables-Vernon,1963.0,1991.0,Venables-Vernon
22478,Gerald James Auldjo Jamieson,,1992.0,Jamieson
22479,Simon James Auldjo Jamieson,1959.0,,Jamieson
22480,James Gerard Jamieson,1963.0,,Jamieson
22481,Tessa Mary Isabel Fitzalan-Howard,1950.0,,Fitzalan-Howard
22482,Carina Mary Gabriel Fitzalan-Howard,1952.0,,Fitzalan-Howard
22483,Marcia Mary Josephine Fitzalan-Howard,1953.0,,Fitzalan-Howard
22484,Edward William Fitzalan-Howard,1956.0,,Fitzalan-Howard
22485,Gerald Bernard Fitzalan-Howard,1962.0,,Fitzalan-Howard
22486,Emma Georgina Egerton Roberts,,,Roberts
22487,Arthur  Fitzalan-Howard,1991.0,,Fitzalan-Howard
22488,Florence  Fitzalan-Howard,1993.0,,Fitzalan-Howard
22489,Roderick Francis Arthur Balfour,1948.0,,Balfour
22490,Eustace Arthur Goschen Balfour,1921.0,,Balfour
22491,Anne  Yule,,,Yule
22492,Willa Anne Balfour,1973.0,,Balfour
22493,Kinvara Clare Rachel Balfour,1975.0,,Balfour
22494,Maria Alice Jubilee Balfour,1977.0,,Balfour
22495,Candida Rose Balfour,1984.0,,Balfour
22496,David Paradine Frost,1939.0,,Frost
22497,Miles Paradine Frost,1984.0,,Frost
22498,Wilfred  Frost,1985.0,,Frost
22499,George Paradine Frost,1987.0,,Frost
22500,Patrick Geoffrey Ryecart,,,Ryecart
22501,Mariella Celia Ryecart,1982.0,,Ryecart
22502,Jemima Carrie Ryecart,1984.0,,Ryecart
22503,Frederick William Hamlet Ryecart,1987.0,,Ryecart
22504,Georgina Susan Gore,,,Gore
22505,Henry Miles Fitzalan-Howard,1987.0,,Fitzalan-Howard
22506,Rachel Rose Fitzalan-Howard,1989.0,,Fitzalan-Howard
22507,Thomas Jack Fitzalan-Howard,1992.0,,Fitzalan-Howard
22508,Isabel Serena Fitzalan-Howard,1994.0,,Fitzalan-Howard
22509,Colin  Cowdrey,,,Cowdrey
22510,Michael Fergus Bowes-Lyon,1957.0,,Bowes-Lyon
22511,Simon Patrick Bowes-Lyon,1986.0,,Bowes-Lyon
22512,John Fergus Bowes-Lyon,1988.0,,Bowes-Lyon
22513,George Norman Bowes-Lyon,1991.0,,Bowes-Lyon
22514,Elizabeth Mary Cecilia Bowes-Lyon,1959.0,,Bowes-Lyon
22515,Diana Evelyn Bowes-Lyon,1966.0,,Bowes-Lyon
22516,Anthony Richard Leeming,,,Leeming
22517,Richard Fergus Leeming,1992.0,,Leeming
22518,Teresa Mary Leeming,1994.0,,Leeming
22519,John  Buller-Fullerton-Elphinstone,1914.0,1975.0,Buller-Fullerton-Elphinstone
22520,Jean  Buller-Fullerton-Elphinstone,1915.0,,Buller-Fullerton-Elphinstone
22521,John Lycett Wills,1910.0,,Wills
22522,Arnold Stancomb Wills,1877.0,1961.0,Wills
22523,Hilda Caroline Lyons,,,Lyons
22524,Andrew Arnold Lyon Wills,1937.0,,Wills
22525,Susan Griselda Wills,1940.0,,Wills
22526,Elizabeth Anne Cecil,1939.0,,Cecil
22527,Richard Arnold Wills,1962.0,,Wills
22528,Tessa Elizabeth Wills,1963.0,,Wills
22529,Alexander John Wills,1967.0,,Wills
22530,Netta  Morris,,,Morris
22531,Anna  Wills,1990.0,,Wills
22532,Charlotte  Wills,1991.0,,Wills
22533,Richard E M Affleck,,,Affleck
22534,Wendy A Leach,,,Leach
22535,Robert William Evelyn Cecil,1901.0,1976.0,Cecil
22536,Anne Margaret Meade-Featherstonhaugh,1912.0,1980.0,Meade-Featherstonhaugh
22537,Herbert  Meade-Featherstonhaugh,1875.0,1964.0,Meade-Featherstonhaugh
22538,Richard James Meade,1832.0,1907.0,Meade
22539,Elizabeth Henrietta Kennedy,,1925.0,Kennedy
22540,Arthur Edward Kennedy,,,Kennedy
22541,Arthur Vesey Meade,1873.0,1953.0,Meade
22542,Andrew  Buller-Fullerton-Elphinstone,1918.0,1975.0,Buller-Fullerton-Elphinstone
22543,Jean Frances Hambro,,,Hambro
22544,Vicary Paul Gibbs,1921.0,1944.0,Gibbs
22545,Jennifer Susan Gibbs,1944.0,,Gibbs
22546,Michael Charles Gordon-Lennox,1938.0,,Gordon-Lennox
22547,Charles Henry Gordon-Lennox,1818.0,1903.0,Gordon-Lennox
22548,Frances Harriett Greville,,1887.0,Greville
22549,Charles Henry Gordon-Lennox,1845.0,1928.0,Gordon-Lennox
22550,Amy Mary Ricardo,,1879.0,Ricardo
22551,Charles Henry Gordon-Lennox,1870.0,1935.0,Gordon-Lennox
22552,Bernard Charles Gordon-Lennox,1878.0,1914.0,Gordon-Lennox
22553,Evelyn  Loch,,1944.0,Loch
22554,Henry Brougham Loch,1827.0,1900.0,Loch
22555,Elizabeth  Villiers,,1938.0,Villiers
22556,Charlotte  Capell,1721.0,1790.0,Capell
22557,Elizabeth  Percy,,1717.0,Percy
22558,Anne  Capell,,1752.0,Capell
22559,Jane  Hyde,,1723.0,Hyde
22560,Charles  Howard,1669.0,1738.0,Howard
22561,William  Capell,1697.0,1743.0,Capell
22562,George  Villiers,1759.0,1827.0,Villiers
22563,Theresa  Boringdon,,,Boringdon
22564,John  Boringdon,,,Boringdon
22565,Edward Ernest Villiers,1806.0,1843.0,Villiers
22566,Elizabeth Charlotte Liddell,,1890.0,Liddell
22567,Thomas Henry Liddell,1775.0,1855.0,Liddell
22568,Maria Susannah Simpson,,1845.0,Simpson
22569,John  Simpson,,,Simpson
22570,Thomas  Lyon,1704.0,1753.0,Lyon
22571,Jean  Nicholson,1713.0,1778.0,Nicholson
22572,James  Nicholson,,,Nicholson
22573,Anne  Lyon,,,Lyon
22574,Alexander Henry Charles Gordon-Lennox,1911.0,1987.0,Gordon-Lennox
22575,Barbara  Steele,,1987.0,Steele
22576,Julian  Steele,,,Steele
22577,Lucinda Jean Gordon-Lennox,1975.0,,Gordon-Lennox
22578,Charlotte Louis Gordon-Lennox,1978.0,,Gordon-Lennox
22579,Hamish Charles Gordon-Lennox,1980.0,,Gordon-Lennox
22580,Rosemary  Buller-Fullerton-Elphinstone,1947.0,,Buller-Fullerton-Elphinstone
22581,James  Elphinstone,1953.0,1994.0,Elphinstone
22582,Margaret  Buller-Fullerton-Elphinstone,1925.0,,Buller-Fullerton-Elphinstone
22583,James Ronald Percy Pige Leschallas,1943.0,,Leschallas
22584,George Ronald Pige Leschallas,,1991.0,Leschallas
22585,Vere Frances Bullock-Marsham,1913.0,,Bullock-Marsham
22586,Sophie Elizabeth Leschallas,1968.0,,Leschallas
22587,Andrew James Leschallas,1970.0,,Leschallas
22588,Alexander Charles Leschallas,1978.0,,Leschallas
22589,James D A Gaselee,,,Gaselee
22590,Willa Mary Gabriel Chetwode,,,Chetwode
22591,Alexander  Elphinstone,1980.0,,Elphinstone
22592,Angus John Elphinstone,1982.0,,Elphinstone
22593,Fergus John Elphinstone,1985.0,,Elphinstone
22594,Clementina  Buller-Fullerton-Elphinstone,1989.0,,Buller-Fullerton-Elphinstone
22595,Mary Cecilia Leveson-Gower,1917.0,,Leveson-Gower
22596,Granville James Leveson-Gower,1918.0,1996.0,Leveson-Gower
22597,Samuel Wittewronge Clayton,,,Clayton
22598,Gilbert Falkingham Clayton,1958.0,,Clayton
22599,Rose Cecilia Clayton,1960.0,,Clayton
22600,William W Stancer,,,Stancer
22601,Mary Caroline Bertie,1859.0,1938.0,Bertie
22602,Caroline Theresa Towneley,,1873.0,Towneley
22603,Charles  Towneley,,1876.0,Towneley
22604,Henry Edmund Fitzalan-Howard,1883.0,1962.0,Fitzalan-Howard
22605,Mary Caroline Fitzalan-Howard,1880.0,,Fitzalan-Howard
22606,Joyce Elizabeth Mary Langdale,1898.0,,Langdale
22607,Mary  Langdale,,1841.0,Langdale
22608,Charles Joseph Langdale,1787.0,1868.0,Langdale
22609,Charlotte Mary Clifford,,1819.0,Clifford
22610,Mary  Langdale,,,Langdale
22611,Charlotte Mary Langdale,1819.0,1907.0,Langdale
22612,John Vincent Hornyold,,1902.0,Hornyold
22613,Charles  Clifford,1759.0,1831.0,Clifford
22614,Eleanor Mary Arundell,1766.0,1835.0,Arundell
22615,Henry  Arundell,,,Arundell
22616,Maria Christina Conquest,,,Conquest
22617,Benedict  Conquest,,,Conquest
22618,Mary  Constable-Maxwell,,1857.0,Constable-Maxwell
22619,Marmaduke William Constable-Maxwell,1760.0,1819.0,Constable-Maxwell
22620,Theresa Appollonia Wakeman,,1846.0,Wakeman
22621,Edmund  Wakeman,,,Wakeman
22622,William  Constable-Maxwell,1804.0,1876.0,Constable-Maxwell
22623,Marcia Mary Vavasour,1816.0,1883.0,Vavasour
22624,Edward M J Vavasour,,,Vavasour
22625,Charles Joseph Langdale,1822.0,1895.0,Langdale
22626,Henrietta  Grattan,,1898.0,Grattan
22627,Henry  Grattan,,,Grattan
22628,Phillip Joseph Langdale,1863.0,,Langdale
22629,Gertrude Lysley Derriman,,1939.0,Derriman
22630,Samuel Hoskins Derriman,,,Derriman
22631,Caroline Gertrude Lysley,,,Lysley
22632,William Luard Lysley,,,Lysley
22633,Cecil Charles Balfour,1849.0,1881.0,Balfour
22634,Francis Maitland Balfour,1851.0,1882.0,Balfour
22635,Gerald William Balfour,1853.0,1945.0,Balfour
22636,Eustace James Anthony Balfour,1854.0,1911.0,Balfour
22637,Eleanor Mildred Balfour,,1936.0,Balfour
22638,Evelyn Georgiana Mary Balfour,,1934.0,Balfour
22639,Alice Blanche Balfour,,1936.0,Balfour
22640,George Douglas Campbell,1823.0,1900.0,Campbell
22641,Elizabeth  Sutherland-Leveson-Gower,,1878.0,Sutherland-Leveson-Gower
22642,Frances  Campbell,,1931.0,Campbell
22643,Francis Cecil Campbell Balfour,1884.0,,Balfour
22644,Phyllis Evelyn Goschen,1895.0,,Goschen
22645,George Joachim Goschen,1866.0,1952.0,Goschen
22646,Margaret Evelyn Gathorne-Hardy,,1943.0,Gathorne-Hardy
22647,Gathorne  Gathorne-Hardy,1814.0,1906.0,Gathorne-Hardy
22648,Jane  Orr,,1897.0,Orr
22649,James  Orr,,,Orr
22650,Jane  Stewart,,,Stewart
22651,Richard  Stewart,,,Stewart
22652,Victor  Yule,,,Yule
22653,George  Chetwode,1823.0,1905.0,Chetwode
22654,Alice Jane Bass,,1919.0,Bass
22655,George Knightley Chetwode,1877.0,1957.0,Chetwode
22656,Alice Clara Vaughan-Lee,,1937.0,Vaughan-Lee
22657,Vaughan Hanning Vaughan-Lee,,,Vaughan-Lee
22658,George David Chetwode,1914.0,,Chetwode
22659,Willa  Elliot-Murray-Kynynmound,1924.0,,Elliot-Murray-Kynynmound
22660,Victor Gilbert Elliot-Murray-Kynynmound,1891.0,1975.0,Elliot-Murray-Kynynmound
22661,Marion  Cook,,1974.0,Cook
22662,George William Cook,,,Cook
22663,Joan  Cunningham,,,Cunningham
22664,Janet  Mure,,,Mure
22665,William of Colluthie Ramsey,,1360.0,Ramsey
22666,Thomas of Upsetlington Bisset,,1365.0,Bisset
22667,John  de Dunbar,,1371.0,Dunbar
22668,John of Concraig Drummond,,1360.0,Drummond
22669,Helen of Lochawe Campbell,,,Campbell
22670,Gillispie of Lochawe Campbell,,,Campbell
22671,Margaret  Fraser,,,Fraser
22672,_____  de Soules,,,Soules
22673,Daughter  Stuart,,,Stuart
22674,_____  Campbell,,,Campbell
22675,Andrew  Stewart,,1488.0,Stewart
22676,Arthur  Stuart,,,Stuart
22677,Mariott  Stuart,,,Stuart
22678,Colin  Campbell,1406.0,1475.0,Campbell
22679,Janet  Erskine,,,Erskine
22680,Walter of Morphie Stuart,,,Stuart
22681,Robert  Erskine,,,Erskine
22682,William of Duntreath Edmonston,,,Edmonston
22683,Isabella  Stuart,,,Stuart
22684,Walter  Buchanan,,,Buchanan
22685,Margaret  Lindsay,,1481.0,Lindsay
22686,Robert  Erskine,,1452.0,Erskine
22687,Euphamia of Ross Leslie,,1424.0,Leslie
22688,Walter  Haliburton,,1447.0,Haliburton
22689,Christian  Haliburton,,1491.0,Haliburton
22690,George of Rothes Leslie,1417.0,1490.0,Leslie
22691,Thomas  Stewart,,1435.0,Stewart
22693,William  Sinclair,,1487.0,Sinclair
22694,Christina  Leslie,,,Leslie
22695,John  Seton,,1478.0,Seton
22696,Dougal  Seton,,,Seton
22697,Christina  Lindsay,,1496.0,Lindsay
22698,John  Lindsay,,1482.0,Lindsay
22699,Malcolm  Fleming,,1432.0,Fleming
22700,Robert  Fleming,,1491.0,Fleming
22701,Margaret  Fleming,,,Fleming
22702,Patrick  Grey,,,Grey
22703,Janet  Douglas,,,Douglas
22704,Margaret  Lindsay,,,Lindsay
22705,John of Covington Lindsay,,,Lindsay
22706,Elizabeth  Somerville,,,Somerville
22707,John of Carwath Somerville,,,Somerville
22708,Margaret  Atheyn,,,Atheyn
22709,Isabel  Erskine,,,Erskine
22710,Duncan  Stuart,,,Stuart
22711,Andrew of Sandbauch Stuart,,,Stuart
22712,Walter  Stuart,,,Stuart
22713,James  Stuart,,,Stuart
22714,Robert of Atholl Stuart,,,Stuart
22715,Margaret  Stuart,,,Stuart
22716,Robert  Sutherland,1347.0,1427.0,Sutherland
22717,Donald  MacDonald,,1423.0,MacDonald
22718,Alexander  Dunbar,,,Dunbar
22719,Mary  Leslie,,1435.0,Leslie
22720,James  Dunbar,,1390.0,Dunbar
22721,Euphemia  Dunbar,,,Dunbar
22722,Alexander  Lindsay,1360.0,1438.0,Lindsay
22723,David of Newdosk Lindsay,,,Lindsay
22724,William  de la Haye,,1436.0,Haye
22725,Gilbert of Dronlaw de la Haye,,,Haye
22726,Elizabeth  de la Haye,,,Haye
22727,Alice  de la Haye,,,Haye
22728,Daughter  de la Haye,,,Haye
22729,Norman  Leslie,,,Leslie
22730,Andrew  Leslie,,,Leslie
22731,William of Locharret Hay,,,Hay
22732,George of Rothes Leslie,1350.0,1412.0,Leslie
22733,Elizabeth  Reid,,,Reid
22734,Margaret  Gray,,,Gray
22735,Patrick of Broxmouth Gray,,,Gray
22736,Son  Douglas,,,Douglas
22737,Robert  Keith,,1404.0,Keith
22738,Son  Edmonston,,,Edmonston
22739,Robert  de Keith,,1430.0,Keith
22740,John  Lyon,,1435.0,Lyon
22741,Elizabeth (Anne) Graham,,,Graham
22742,James of Calder Sandilands,,1426.0,Sandilands
22743,Janet,,,
22744,Mary  MacDonald,,,MacDonald
22745,John Ian Mor Tanistier MacDonald,,1427.0,MacDonald
22746,Alexander Alastair Carrach MacDonald,,,MacDonald
22747,Angus  MacDonald,,,MacDonald
22748,Hugh of Glentilt MacDonald,,,MacDonald
22749,Marcus  MacDonald,,,MacDonald
22750,Elizabeth (Margaret) MacDonald,,,MacDonald
22751,Angus Duff of Strathnaver Mackay,,,Mackay
22752,Lachlan of Duart Maclean,,,Maclean
22753,Marjorie  Bisset,,,Bisset
22754,Hugh  Bisset,,,Bisset
22755,Margaret,,1422.0,
22756,Matilda  Fraser,,,Fraser
22757,James of Frendraught Fraser,,,Fraser
22758,Alexander  Cumming,,,Cumming
22759,Alexander of Grandown Keith,,,Keith
22760,Christina  Keith,,,Keith
22761,Patrick  Ogilvy,,1429.0,Ogilvy
22762,Margaret  Graham,,,Graham
22763,_____  Lindsay,,,Lindsay
22764,Alexander of Glenesk Lindsay,,1381.0,Lindsay
22765,Katherine  Stirling,,,Stirling
22766,John of Glenesk Stirling,,,Stirling
22767,Janet,,1477.0,
22768,Marion of Glenorchy Campbell,,1530.0,Campbell
22769,Patrick of Bele Dunbar,,1438.0,Dunbar
22770,Patrick  Dunbar,,,Dunbar
22771,George  Dunbar,,,Dunbar
22772,Janet  Keith,,1412.0,Keith
22773,Edward of Synton Keith,,1350.0,Keith
22774,Margaret  Ogilvy,,,Ogilvy
22775,Janet  Sympil,,,Sympil
22776,John of Elistoun Sympil,,,Sympil
22777,Elizabeth  Graham,,,Graham
22778,Gerard  Lindsay,,1921.0,Lindsay
22779,Ingelram of Aberdeen Lindsay,,1458.0,Lindsay
22780,Marjorie (Elizabeth) Lindsay,,,Lindsay
22781,Elizabeth  Lindsay,,,Lindsay
22782,Elizabeth  Lindsay,,,Lindsay
22783,Isabella  Lindsay,,,Lindsay
22784,Marjorie  Dunbar,,1429.0,Dunbar
22785,William of Lochleven Douglas,,1421.0,Douglas
22786,Robert  Erskine,,1451.0,Erskine
22787,John of Pollok Maxwell,,,Maxwell
22788,William of Nithsdale Douglas,,1419.0,Douglas
22789,Egidia  Douglas,,1438.0,Douglas
22790,Henry  Sinclair,,1421.0,Sinclair
22791,John of Burley Stewart,,1425.0,Stewart
22792,John of Cairdney Stewart,,,Stewart
22793,Alexander of Inverlunan Stuart,,,Stuart
22794,Thomas  Stuart,,,Stuart
22795,Mary  Montifex,,,Montifex
22796,William  Montifex,,,Montifex
22797,George  Douglas,,,Douglas
22798,William  Sinclair,,1513.0,Sinclair
22799,James  Douglas,,1456.0,Douglas
22800,John  Haliburton,,1453.0,Haliburton
22801,Walter  Haliburton,,1433.0,Haliburton
22802,Robert  Haliburton,,,Haliburton
22803,William  Haliburton,,1439.0,Haliburton
22804,Janet  Seton,,1493.0,Seton
22805,Katherine  Chisholme,,,Chisholme
22806,Alexander  Chisholme,,,Chisholme
22807,Sergei Lvovich Pushkin,,,Pushkin
22808,Nadia  Hannibal,,,Hannibal
22809,Abram Petrovich Hannibal,,,Hannibal
22810,Ossip Abramovich Hannibal,,,Hannibal
22811,seven  children,,,children
22812,Juan Manuel Domingo Perez de Guzm\xA0n,,,Guzm\xA0n
22813,Juana  de Sandoval,,,Sandoval
22814,Francisco Gomez de Sandoval,,,Sandoval
22815,Elizabeth Amalie von Hesse-Darmstadt,1635.0,1709.0,Hesse-Darmstadt
22816,William  Douglas,,,Douglas
22817,Marjorie  Stewart,,,Stewart
22818,William  Douglas,1398.0,1437.0,Douglas
22819,Elizabeth  Douglas,,,Douglas
22820,Alexander  Forbes,,1448.0,Forbes
22821,David of Yester Hay,,1748.0,Hay
22822,Margaret  Hay,,1484.0,Hay
22823,William of Yester Hay,,1421.0,Hay
22824,James  Kennedy,1405.0,1465.0,Kennedy
22825,Gilbert  Kennedy,1406.0,1480.0,Kennedy
22826,John  Kennedy,,1434.0,Kennedy
