id,name,year_birth,year_death,dinasty
9200,Sea\xA0n  de Burgh,,1597.0,Burgh
9201,Meiler  de Burgh,,1520.0,Burgh
9202,Sea\xA0n  de Burgh,,,Burgh
9203,Thomas an Mhachaire de Burgh,,,Burgh
9204,Edmund of Cong de Burgh,,,Burgh
9205,"Walter ""Cluas le Doinin"" de Burgh",,1571.0,Burgh
9206,William of Shrule de Burgh,,,Burgh
9207,Ricard \xA2 Cuairsge de Burgh,,1479.0,Burgh
9208,Thomas Ruadh de Burgh,,,Burgh
9209,Uilleag  de Burgh,,,Burgh
9210,Edmund  de Burgh,,1527.0,Burgh
9211,Theobald  de Burgh,,1537.0,Burgh
9212,Risde\xA0rd  de Burgh,,,Burgh
9213,Ricard 'Deamhan an Chorr\xA0in' de Burgh,,,Burgh
9214,Risde\xA0rd  de Burgh,,,Burgh
9215,Ricard 'Captain Trowse' de Burgh,,,Burgh
9216,David  de Burgh,,,Burgh
9217,Walter Fada de Burgh,,1545.0,Burgh
9218,Risde\xA0rd an Iarainn de Burgh,,1582.0,Burgh
9219,William 'An tAb Caoch' de Burgh,,1593.0,Burgh
9220,Meiler  de Burgh,,1586.0,Burgh
9221,Theobald Riabhach de Burgh,,1586.0,Burgh
9222,Edmund  de Burgh,,1595.0,Burgh
9223,Gr\xA0inne Ni Mh\xA0ille,,,Mh\xA0ille
9224,Theobald 'Teab\xA2id na Long' de Burgh,,1629.0,Burgh
9225,Meiler (Miles) de Burgh,,1649.0,Burgh
9226,Edmund  de Burgh,,1514.0,Burgh
9227,Walter  de Burgh,,,Burgh
9228,Sea\xA0n  de Burgh,,,Burgh
9229,Oliver  de Burgh,,,Burgh
9230,Sea\xA0n  de Burgh,,1580.0,Burgh
9231,Risde\xA0rd  de Burgh,,1586.0,Burgh
9232,Walter Ciotach of Belleek de Burgh,,1590.0,Burgh
9233,William  de Burgh,,1595.0,Burgh
9234,Theobald  de Burgh,,1606.0,Burgh
9235,Walter 'Baltasar' de Burgh,,,Burgh
9236,Uilleag  de Burgh,,1534.0,Burgh
9237,David B\xA0n de Burgh,,,Burgh
9238,Edmund of Castlebar de Burgh,,1586.0,Burgh
9239,Juliane  FitzGerald,,,FitzGerald
9240,John  de Cogan,,,Cogan
9241,John  de Penrhys,,,Penrhys
9242,Juliane  Fitzgerald,,1300.0,Fitzgerald
9243,Annabel  Fitzgerald,,,Fitzgerald
9245,Nicholas  Avenel,,,Avenel
9246,Adam  de Cretynges,,,Cretynges
9247,Joan  Castlemartin,,,Castlemartin
9248,Anne  FitzGerald,,,FitzGerald
9249,Christopher  Plunket,,,Plunket
9250,Gerald fitzThomas FitzGerald,,,FitzGerald
9251,William fitzThomas FitzGerald,,1443.0,FitzGerald
9252,John fitzWilliam FitzGerald,,1466.0,FitzGerald
9253,Gerrot macShane of Ballysonan FitzGerald,,1534.0,FitzGerald
9254,James fitzGerrot FitzGerald,,,FitzGerald
9255,Piers fitzJames FitzGerald,,1593.0,FitzGerald
9256,James fitsPiers FitzGerald,,1637.0,FitzGerald
9257,Piers 'MacThomas' FitzGerald,,,FitzGerald
9258,John Cam fitzJohn FitzGerald,,,FitzGerald
9259,John fitzJohn FitzGerald,,,FitzGerald
9260,Conn  O'N\x82ill,,,O'N\x82ill
9261,Elizabeth  St.John,,1516.0,St.John
9262,James of Leixlip FitzGerald,,1537.0,FitzGerald
9263,Oliver FitzGerald FitzGerald,,1537.0,FitzGerald
9264,Richard of Fassaroe FitzGerald,,1537.0,FitzGerald
9265,John FitzGerald FitzGerald,,1537.0,FitzGerald
9266,Walter FitzGerald FitzGerald,,1537.0,FitzGerald
9267,Maurice of Glassely FitzGerald,,,FitzGerald
9268,Walter Riabhach FitzGerald,,1597.0,FitzGerald
9269,Maurice fitzJames FitzGerald,,1547.0,FitzGerald
9270,Henry fitzJames FitzGerald,,1547.0,FitzGerald
9271,Gerald 'Gear\xA2ig \xA2g' FitzGerald,,1534.0,FitzGerald
9272,Thomas 'Silken Thomas' FitzGerald,,1537.0,FitzGerald
9273,Edward FitzGerald FitzGerald,,,FitzGerald
9274,Gerald FitzGerald FitzGerald,,,FitzGerald
9275,Henry FitzGerald FitzGerald,,1597.0,FitzGerald
9276,William FitzGerald FitzGerald,,1599.0,FitzGerald
9277,Lettice  FitzGerald,,,FitzGerald
9278,George  Digby,,,Digby
9279,Gerald fitzEdward FitzGerald,,1612.0,FitzGerald
9280,Thomas fitzEdward FitzGerald,,,FitzGerald
9281,Gerald FitzGerald FitzGerald,1611.0,1620.0,FitzGerald
9282,George fitzThomas FitzGerald,,1660.0,FitzGerald
9283,Wentworth  FitzGerald,,1664.0,FitzGerald
9284,Robert  FitzGerald,,1699.0,FitzGerald
9285,John  FitzGerald,,1707.0,FitzGerald
9286,Robert  FitzGerald,1675.0,1744.0,FitzGerald
9287,James  FitzGerald,1722.0,1773.0,FitzGerald
9288,Alina  de Clare,,,Clare
9289,Maud  de Lacy,,,Lacy
9290,William FitzMaurice Fitzgerald,,1199.0,Fitzgerald
9291,Maurice of Kiltrany Fitzgerald,,,Fitzgerald
9292,Robert  FitzGerald,,,FitzGerald
9293,Nesta Fitzgerald de Windsor,,,Windsor
9294,Hervey  de Montmorency,,,Montmorency
9295,Gerald  FitzGerald,,,FitzGerald
9296,Thomas  FitzGerald,,,FitzGerald
9297,William fitzWilliam Fitzgerald,,1227.0,Fitzgerald
9298,Philip  de Braose,,,Braose
9299,Maud,,,
9300,David  Fitzgerald,,1260.0,Fitzgerald
9301,William  Fitzgerald,,,Fitzgerald
9302,Robert  Fitzgerald,,,Fitzgerald
9303,Hugh  Fitzgerald,,,Fitzgerald
9304,Maud  Fitzgerald,,,Fitzgerald
9305,Lesceline  Fitzgerald,,,Fitzgerald
9306,Rose  Fitzgerald,,,Fitzgerald
9307,John le Botiller,,,Botiller
9308,Alexander  de Nottingham,,,Nottingham
9309,Gerald la Roche,,,Roche
9310,William  de Prendergast,,,Prendergast
9311,Richard  de Carew,,1199.0,Carew
9312,Robert  de Carew,,1245.0,Carew
9313,Richard  de Carew,,1272.0,Carew
9314,Maurice  de Carew,,1319.0,Carew
9315,Thomas  de Carew,,1399.0,Carew
9316,Ralph  FitzStephen,,1182.0,FitzStephen
9317,Meredith  FitzStephen,,,FitzStephen
9318,Ualgarg  O'Rourke,,1085.0,O'Rourke
9319,Tigern\xA0n macUalgarg O'Rourke,,,O'Rourke
9320,Domnall macUalgarg O'Rourke,,1108.0,O'Rourke
9321,Aed macDomnail O'Rourke,,1122.0,O'Rourke
9322,Fergal macDomnail O'Rourke,,1157.0,O'Rourke
9323,Gilla Braite macDomnail O'Rourke,,1125.0,O'Rourke
9324,"Tigern\xA0n M\xA2r ""one-eye"" macAeda O'Rourke",,1172.0,O'Rourke
9325,M\xA0el Sechlainn macTigern\xA0in M\xA2r O'Rourke,,1162.0,O'Rourke
9326,Sitric macTigern\xA0in M\xA2r O'Rourke,,1165.0,O'Rourke
9327,Aed Manach macTigern\xA0in M\xA2r O'Rourke,,1171.0,O'Rourke
9328,Cathal Liath macTigern\xA0in M\xA2r O'Rourke,,,O'Rourke
9329,Ualgarg macCathail L\x82ith O'Rourke,,1231.0,O'Rourke
9330,Domnall macCathail L\x82ith O'Rourke,,,O'Rourke
9331,Tigern\xA0n macDomnail O'Rourke,,,O'Rourke
9332,Conchobar macTigern\xA0in O'Rourke,,1257.0,O'Rourke
9333,Domnall macConchobair O'Rourke,,1260.0,O'Rourke
9334,Cathal macConchobair O'Rourke,,1258.0,O'Rourke
9335,Muirchertach macConchobair O'Rourke,,1260.0,O'Rourke
9336,Aed macUalgarg O'Rourke,,,O'Rourke
9337,Tigern\xA0n macAeda O'Rourke,,1274.0,O'Rourke
9338,Aed macM\xA0el Sechlainn O'Rourke,,1187.0,O'Rourke
9339,Aed macGilla Braite O'Rourke,,1176.0,O'Rourke
9340,Donnchad macAeda O'Rourke,,,O'Rourke
9341,Cathal Riabach macDonnchada O'Rourke,,1236.0,O'Rourke
9342,Art macCathail Riabaig O'Rourke,,1275.0,O'Rourke
9343,Amla\xC6b macAirt O'Rourke,,1307.0,O'Rourke
9344,Amla\xC6b macFergaile O'Rourke,,1184.0,O'Rourke
9345,Tadg macFergaile O'Rourke,,1175.0,O'Rourke
9346,Domnall macFergaile O'Rourke,,,O'Rourke
9347,Congalach macFergaile O'Rourke,,,O'Rourke
9348,Niall macCongalach O'Rourke,,1228.0,O'Rourke
9349,Domnall macNiall O'Rourke,,1276.0,O'Rourke
9350,Art macDomnaill O'Rourke,,1210.0,O'Rourke
9351,Amla\xC6b macAirt O'Rourke,,1258.0,O'Rourke
9352,Art macAirt O'Rourke,,1230.0,O'Rourke
9353,Art Bec macAirt O'Rourke,,1260.0,O'Rourke
9354,Lochlainn macAmla\xC6b O'Rourke,,1260.0,O'Rourke
9355,Conchbar Buide macAmla\xC6b O'Rourke,,1273.0,O'Rourke
9356,M\xA0elshechlainn macAmla\xC6b O'Rourke,,1274.0,O'Rourke
9357,Domnall \xA2c macAmla\xC6b O'Rourke,,1274.0,O'Rourke
9358,Domnall Carrach macAmla\xC6b O'Rourke,,1311.0,O'Rourke
9359,Ualgarg macDomnaill Charraig O'Rourke,,1346.0,O'Rourke
9360,Flaithbheartach macDomnaill Charraigh,,1353.0,Charraigh
9361,Cathal in Tolsech macDomnaill Charraig,,1329.0,Charraig
9362,Domhnall macUalghairg O'Rourke,,1340.0,O'Rourke
9363,Aodh B\xA0n manUalghairg O'Rourke,,1352.0,O'Rourke
9364,Tadgh na gCaor macUalghairg O'Rourke,,1376.0,O'Rourke
9365,Fearghal macUalghairg O'Rourke,,1350.0,O'Rourke
9366,Tighearn\xA0n M\xA2r macUalghairg O'Rourke,,1418.0,O'Rourke
9367,Ualgharg macAodh B\xA0n O'Rourke,,1384.0,O'Rourke
9368,Art macTaidgh na gCaor O'Rourke,,1430.0,O'Rourke
9369,Lochlainn mac Taidhg na gCaor O'Rourke,,1458.0,O'Rourke
9370,E\xA2ghan macTighearn\xA0in Mh\xA2ir O'Rourke,,1418.0,O'Rourke
9371,Tighearn\xA0n \xA2g macTighearn\xA0in Mh\xA2ir,,1412.0,Mh\xA2ir
9372,Aodh Buidhe macTighearn\xA0in Mh\xA2ir,,1419.0,Mh\xA2ir
9373,Tadhg macTighearn\xA0in Mh\xA2ir O'Rourke,,1435.0,O'Rourke
9374,Domhnall macTighearn\xA0in Mh\xA2ir O'Rourke,,1416.0,O'Rourke
9375,Donnchadh Losc (Bacach) macTighearn\xA0in,,1476.0,macTighearn\xA0in
9376,Donnchadh macTighearn\xA0in \xA2ig O'Rourke,,1449.0,O'Rourke
9377,Feidhlimidh macDonnchadha O'Rourke,,1500.0,O'Rourke
9378,Tighearn\xA0n Dubh macDonnchadha O'Rourke,,1487.0,O'Rourke
9379,E\xA2ghan macFeidhlimidha O'Rourke,,1488.0,O'Rourke
9380,Aodh Buidhe macFeidhlimidh O'Rourke,,1497.0,O'Rourke
9381,Feidhlimidh macFeidhlimidh O'Rourke,,1536.0,O'Rourke
9382,E\xA2ghan of Cartha macFeidhlimidh O'Rourke,,1588.0,O'Rourke
9383,Tighearn\xA0n macE\xA2ghain O'Rourke,,1636.0,O'Rourke
9384,Tighearn\xA0n \xA2g macTaidhg O'Rourke,,1468.0,O'Rourke
9385,Domhnall macTaidhg O'Rourke,,1468.0,O'Rourke
9386,Aodh macTaidhg O'Rourke,,1465.0,O'Rourke
9387,Tadhg \xA2g macTaidhg O'Rourke,,1476.0,O'Rourke
9388,Tighearn\xA0n \xA2g (Carrach) macTighearn\xA0in,,1487.0,macTighearn\xA0in
9389,Brian Ruadh macTighearn\xA0in \xA2ig O'Rourke,,1486.0,O'Rourke
9390,E\xA2ghan macTighearn\xA0in \xA2ig O'Rourke,,1528.0,O'Rourke
9391,Tighearn\xA0n macE\xA2ghain O'Rourke,,1508.0,O'Rourke
9392,Tadhg \xA2g macE\xA2ghain O'Rourke,,1520.0,O'Rourke
9393,Brian Ballach macE\xA2ghain O'Rourke,,1562.0,O'Rourke
9394,Tadhg \xA2g macTaidhg \xA2ig O'Rourke,,1552.0,O'Rourke
9395,Tadhg macBriain Ballaigh O'Rourke,,1560.0,O'Rourke
9396,Aodh Gallda macBriain Ballaigh O'Rourke,,1564.0,O'Rourke
9397,Aodh Buidhe macBriain Ballaigh O'Rourke,,1566.0,O'Rourke
9398,Conn macBriain Ballaigh O'Rourke,,1540.0,O'Rourke
9399,E\xA2ghan macBriain Ballaigh O'Rourke,,1560.0,O'Rourke
9400,Brian na M\xB9rtha macBriain Ballaigh,,1591.0,Ballaigh
9401,Tighearn\xA0n B\xA0n macBriain Ballaigh,,1629.0,Ballaigh
9402,Brian Ballach macTighearn\xA0in B\xA0in,,1682.0,B\xA0in
9403,Brian macTaidhg O'Rourke,,1587.0,O'Rourke
9404,Tadhg \xA2g macTaidhg O'Rourke,,1583.0,O'Rourke
9405,E\xA2ghan macBriain na M\xB9rth O'Rourke,,1589.0,O'Rourke
9406,Brian \xA2g na Sumhthach macBriain na M\xB9rth,,1600.0,M\xB9rth
9407,Tadhg macBriain na M\xB9rtha O'Rourke,,1605.0,O'Rourke
9408,Brian Ruadh macTaidhg O'Rourke,,1641.0,O'Rourke
9409,Ruaidri macDomnaill O'Connor,,1316.0,O'Connor
9410,Maghnus macCathail O'Connor,,1342.0,O'Connor
9411,Ruaidhri macCathail O'Connor,,1350.0,O'Connor
9412,Cathal \xA2g macCathail O'Connor,,1362.0,O'Connor
9413,Tadhg macCathail O'Connor,,1403.0,O'Connor
9414,Tadhg macMaghnus O'Connor,,1371.0,O'Connor
9415,Domhnall macMuircheartaigh O'Connor,,1395.0,O'Connor
9416,Muircheartach Bacach macDomhnaill,,1403.0,macDomhnaill
9417,Brian macDomhnaill O'Connor,,1440.0,O'Connor
9418,E\xA2ghan macDomhnaill O'Connor,,1444.0,O'Connor
9419,Toirdhealbhach Carrach macDomhnall,,1455.0,macDomhnall
9420,Aodh macToirdhealbhiag Carraigh O'Connor,,,O'Connor
9421,Ruaidhri macToirdhealbhaigh Carraigh,,1495.0,Carraigh
9422,Tadhg macAoigh O'Connor,,1488.0,O'Connor
9423,Tadhg \xA2g macTaidhg O'Connor,,1545.0,O'Connor
9424,Ruaidhri Ballach macMuircheartigh Bacach,,1460.0,Bacach
9425,Domhnall macMuircheartaigh Bhacaigh,,1464.0,Bhacaigh
9426,Ruaidhr\xC6 \xA2g macRuaidhr\xC6 Bhallaigh,,1495.0,Bhallaigh
9427,Maghnus macBriain O'Connor,,1461.0,O'Connor
9428,Ruaidhr\xC6 macBriain O'Connor,,1478.0,O'Connor
9429,Feidhlimidh macMaghnusa O'Connor,,1519.0,O'Connor
9430,Ruaidhr\xC6 macFeidhlidh O'Connor,,1559.0,O'Connor
9431,Tadhg macE\xA2ghain O'Connor,,1462.0,O'Connor
9432,Domhnall macE\xA2ghain O'Connor,,1494.0,O'Connor
9433,Cathal \xA2g macDomhnaill O'Connor,,1513.0,O'Connor
9434,Tadhg macCathail \xA2ig O'Connor,,1552.0,O'Connor
9435,Domhnall macTaidgh O'Connor,,1588.0,O'Connor
9436,Cathal \xA2g macTaidhg O'Connor,,1581.0,O'Connor
9437,E\xA2ghan macTaidhg O'Connor,,1606.0,O'Connor
9438,Donnchadh macCathail \xA2ig O'Connor,,1609.0,O'Connor
9439,Domhnall macCathail \xA2ig O'Connor,,1611.0,O'Connor
9440,Tadhg \xA2g macCathail \xA2ig O'Connor,,,O'Connor
9441,Tadhg macTaidhg \xA2ig O'Connor,,1653.0,O'Connor
9442,An Calbhach macDomhnaill O'Connor,,1625.0,O'Connor
9443,Donnchadh macDomhnaill O'Connor,,1634.0,O'Connor
9444,Aodh macFeidlimidh O'Connor,,1368.0,O'Connor
9445,Toirdhealbhach Ruadh macAodha O'Connor,,1425.0,O'Connor
9446,Diarmaid macAodha O'Connor,,1399.0,O'Connor
9447,Brian Ballach macAodha O'Connor,,1418.0,O'Connor
9448,Feidhlimidh Cl\x82ireach macAodha O'Connor,,1411.0,O'Connor
9449,Ruaidhr\xC6 macFeidhlimidh Chl\x82irigh,,1492.0,Chl\x82irigh
9450,Brian macBriain Bhallaigh O'Connor,,1487.0,O'Connor
9451,Cathal Dubh macToirdhealbhaigh Ruaidh,,1433.0,Ruaidh
9452,Tadhg macToirdhealbhaigh Ruaidh O'Connor,,1464.0,O'Connor
9453,Donnchadh Dubhs\xB9ileach macToirdhealbhaig,,1488.0,macToirdhealbhaig
9454,Cairbre macToirdhealbhaigh Ruadh,,1482.0,Ruadh
9455,Feidhlimidh Fionn macTaidhg O'Connor,,1490.0,O'Connor
9456,Cathal Ruadh macTaidhg O'Connor,,1465.0,O'Connor
9457,Diarmaid macTaidhg O'Connor,,1488.0,O'Connor
9458,Aodh macFeidhlimidh Fhinn O'Connor,,1504.0,O'Connor
9459,E\xA2ghan macFeidhlimidh Fhinn O'Connor,,1519.0,O'Connor
9460,Tadhg Buidhe macCathail Ruaidh O'Connor,,1534.0,O'Connor
9461,Toirdhealbhach Ruadh macTaidhg Bhuidhe,,1592.0,Bhuidhe
9462,Tadhg \xA2g macTaidhg Bhuidhe O'Connor,,1562.0,O'Connor
9463,Feidhlimidh Ruadh macToirdhealbhaigh,,1560.0,macToirdhealbhaigh
9464,Aodh macToirdhealbhaigh Ruaidh O'Connor,,1616.0,O'Connor
9465,Sea\xA0n macAodh O'Connor,,,O'Connor
9466,Cathal \xA2g macAodh O'Connor,,,O'Connor
9467,Aodh macToirrdelbaigh O'Connor,,1356.0,O'Connor
9468,Ruaidhr\xC6 macToirrdelbaigh O'Connor,,1384.0,O'Connor
9469,Cathal macRuaidhr\xC6 O'Connor,,1439.0,O'Connor
9470,E\xA2ghan macRuaidhr\xC6 O'Connor,,1421.0,O'Connor
9471,Tadhg macE\xA2ghain O'Connor,,1476.0,O'Connor
9472,Toirdhealbhach \xA2g Donn macAoigh O'Connor,,1406.0,O'Connor
9473,Aodh macToirdhealbhaigh \xA2ig Donn,,1461.0,Donn
9474,Feidhlimidh Geangcach macToirdhealbhaigh,,1474.0,macToirdhealbhaigh
9475,Ruaidhr\xC6 macAoigh O'Connor,,1473.0,O'Connor
9476,Aodh \xA2g macAoigh O'Connor,,,O'Connor
9477,Toirdhealbhach \xA2g macRuaidhr\xC6 O'Connor,,1503.0,O'Connor
9478,E\xA2ghan Caoch macFeidhlimidh Geangcach,,1485.0,Geangcach
9479,Conchobhar macE\xA2ghain Caoch O'Connor,,,O'Connor
9480,Cairbre macE\xA2ghain Caoch O'Connor,,1546.0,O'Connor
9481,Aodh macE\xA2ghain Caoch O'Connor,,1550.0,O'Connor
9482,Diarmaid macCairbre O'Connor,,1585.0,O'Connor
9483,Tuathal macCairbre O'Connor,,,O'Connor
9484,Aodh macDiarmaid O'Connor,,1632.0,O'Connor
9485,An Calbhach macAodh O'Connor,,1654.0,O'Connor
9486,Aodh \xA2g macAodh O'Connor,,1615.0,O'Connor
9487,Cathal \xA2g macAodh O'Connor,,1634.0,O'Connor
9488,Dubhaltach macTuathal O'Connor,,1597.0,O'Connor
9489,Diarmaid macDubhaltaigh O'Connor,,1601.0,O'Connor
9490,Ragnar  Lodbrock,,,Lodbrock
9491,"Ivar ""the Boneless"" Ragnarsson",,,Ragnarsson
9492,"Halfdan ""White Shirt"" Ragnarsson",,,Ragnarsson
9493,Sichfrith  Halfdansson,,,Halfdansson
9494,Sitric (Sigtryggr) Halfdansson,,,Halfdansson
9495,Son  Ivarsson,,,Ivarsson
9496,Son  Ivarsson,,,Ivarsson
9497,Son  Ivarsson,,,Ivarsson
9498,Son  Ivarsson,,,Ivarsson
9499,Ivar,,,
9500,SitricCaoch(SigtryggrGale),,,Gale)
9501,Godfrid(Guthfrith),,,(Guthfrith)
9502,Ragnall,,,
9503,Olaf  Godfridsson,,,Godfridsson
9504,Blacair  Godfridsson,,,Godfridsson
9505,Ragnall  Godfridsson,,,Godfridsson
9506,Gl\xB9niarainn J\xA0rnkn\x82 Olafsson,,,Olafsson
9507,Harald  Olafsson,,,Olafsson
9508,Dubgall  Olafsson,,1014.0,Olafsson
9509,Dubgilla  Olafsson,,,Olafsson
9510,Gofraid  Olafsson,,,Olafsson
9511,Ragnall  Olafsson,,,Olafsson
9512,Ivar  Haraldsson,,1054.0,Haraldsson
9513,DonaldofStrathclyde,,,Strathclyde
9514,MaldredofScotland,,1045.0,Scotland
9515,Bethoc,,,
9516,HadriaofTynedale,,,Tynedale
9517,HethofMoray,,,Moray
9518,AngusofMoray,,1130.0,Moray
9519,MalcolmofRoss,,,Ross
9520,Donald,,,
9521,Kenneth,,1130.0,
9522,Donald  MacWilliam,,1187.0,MacWilliam
9523,Godfrey  MacWilliam,,1213.0,MacWilliam
9524,Donald  MacWilliam,,1215.0,MacWilliam
9525,Gillescop  FitzDuncan,,,FitzDuncan
9526,Magota  de Burgh,,,Burgh
9527,_____,,,
9528,Maelbrighde  Macrory,,,Macrory
9529,Malcolm  Macrory,,1029.0,Macrory
9530,Dovada,,,
9531,AlanofDol,,,Dol
9532,AlanofDol,,,Dol
9533,Rhiwallon,,,
9534,Euphemia  Graham,,1468.0,Graham
9535,William  Douglas,,1440.0,Douglas
9536,David  Douglas,,1440.0,Douglas
9537,Beatrix 'Fair Maid of Galloway' Douglas,,1475.0,Douglas
9538,James 'the Good' Douglas,,1330.0,Douglas
9539,William  Douglas,1425.0,1451.0,Douglas
9540,Henry  Douglas,,,Douglas
9541,Archibald of Moray Douglas,,1455.0,Douglas
9542,Hugh of Ormond Douglas,,1455.0,Douglas
9543,John of Balveny Douglas,,1463.0,Douglas
9544,two sons van Borselen,,,Borselen
9545,John  Hamilton,,1604.0,Hamilton
9546,Claud  Hamilton,1543.0,1621.0,Hamilton
9547,Conall  macN\x82ill,,,macN\x82ill
9548,E\xA2gan  macN\x82ill,,,macN\x82ill
9549,Coirpre  macN\x82ill,,,macN\x82ill
9550,L\xA2eguire  macN\x82ill,,,macN\x82ill
9551,Conall Cremthainne macN\x82ill,,,macN\x82ill
9552,Lugaid macL\xA2eguiri O'N\x82ill,,,O'N\x82ill
9553,Cormac C\xA0ech macCoirpre O'N\x82ill,,,O'N\x82ill
9554,Tuathal M\xA0elgarb macCorpri C\xA0ech O'N\x82ill,,,O'N\x82ill
9555,Fergus Cerrb\x82l macConnaill O'N\x82ill,,,O'N\x82ill
9556,Diarmait macCerbaill O'N\x82ill,,,O'N\x82ill
9557,Colm\xA0n macDiarmait O'N\x82ill,,,O'N\x82ill
9558,Colm\xA0n Bec macDiarmait O'N\x82ill,,,O'N\x82ill
9559,Aed Sl\xA0ine macDiarmato O'N\x82ill,,,O'N\x82ill
9560,Suibne macColm\xA0in O'N\x82ill,,,O'N\x82ill
9561,Oengus macColm\xA0in O'N\x82ill,,,O'N\x82ill
9562,Four  Generations,,,Generations
9563,Domnall Midi O'N\x82ill,,,O'N\x82ill
9564,Congal macAedo Sl\xA0ine O'N\x82ill,,,O'N\x82ill
9565,D\xB9nchad macAedo Sl\xA0ine O'N\x82ill,,,O'N\x82ill
9566,Diarmait macAedo Sl\xA0ine O'N\x82ill,,,O'N\x82ill
9567,Blathmac macAedo Sl\xA0ine O'N\x82ill,,,O'N\x82ill
9568,Sechnussach macBlathmaic O'N\x82ill,,,O'N\x82ill
9569,Cenn F\xA0elad macBlathmaic O'N\x82ill,,,O'N\x82ill
9570,Cernach Sotal macDiarmaito O'N\x82ill,,,O'N\x82ill
9571,Niall macCernach Sotal O'N\x82ill,,,O'N\x82ill
9572,Fogartach macN\x82ill O'N\x82ill,,,O'N\x82ill
9573,Finsnechtae Fledach macD\xB9nchada O'N\x82ill,,,O'N\x82ill
9574,Conaing Cuirre macCongail O'N\x82ill,,,O'N\x82ill
9575,Irgalach macConaing Cuirre O'N\x82ill,,,O'N\x82ill
9576,Cin\xA0ed macIrgalaig O'N\x82ill,,,O'N\x82ill
9577,Congalach macConaing Cuirre O'N\x82ill,,,O'N\x82ill
9578,Six  Generations,,,Generations
9579,Congalach Cnogba macM\xA0el Mithig O'N\x82ill,,,O'N\x82ill
9580,Fergus Cennfota macConaill O'N\x82ill,,,O'N\x82ill
9581,Daui macConaill O'N\x82ill,,,O'N\x82ill
9582,Ninnid macDaui O'N\x82ill,,,O'N\x82ill
9583,B\xA0et\xA0n macNinnedo O'N\x82ill,,,O'N\x82ill
9584,S\xA0tnae macFergus Cennfota O'N\x82ill,,,O'N\x82ill
9585,Ainmere macS\xA0tnai O'N\x82ill,,,O'N\x82ill
9586,Aed macAinmerech O'N\x82ill,,,O'N\x82ill
9587,M\xA0el Cobo macAedo O'N\x82ill,,,O'N\x82ill
9588,Domnall macAedo O'N\x82ill,,,O'N\x82ill
9589,Cellach macM\xA0ele Cobo O'N\x82ill,,,O'N\x82ill
9590,Conall C\xA2el macM\xA0ele Cobo O'N\x82ill,,,O'N\x82ill
9591,Oengus macDomnaill O'N\x82ill,,,O'N\x82ill
9592,Fergus F\xA0nat macDomnaill O'N\x82ill,,,O'N\x82ill
9593,Congal Cinn Magir macFergus F\xA0nat O'N\x82il,,,O'N\x82il
9594,Loingsech macOengus O'N\x82ill,,,O'N\x82ill
9595,Flaithbbertach macLoingsig O'N\x82ill,,,O'N\x82ill
9596,Five  Generations,,,Generations
9597,Ruaidr\xC6 ua Canann\xA0in,,,Canann\xA0in
9598,Muiredach macE\xA2gain O'N\x82ill,,,O'N\x82ill
9599,Feredach macMuiredach O'N\x82ill,,,O'N\x82ill
9600,Fiachnae macFeredach O'N\x82ill,,,O'N\x82ill
9601,Suibne Menn macFiachnai O'N\x82ill,,,O'N\x82ill
9602,Muirchertach macErcae O'N\x82ill,,,O'N\x82ill
9603,Forggus macMuirchertaig O'N\x82ill,,,O'N\x82ill
9604,Domnall macMuirchertaig O'N\x82ill,,,O'N\x82ill
9605,B\xA0et\xA0n macMuirchertaig O'N\x82ill,,,O'N\x82ill
9606,Colm\xA0n R\xC6mid macB\xA0et\xA0in O'N\x82ill,,,O'N\x82ill
9607,Eochaid macDomnaill O'N\x82ill,,,O'N\x82ill
9608,Aed Uaridnach macDomnaill O'N\x82ill,,,O'N\x82ill
9609,M\xA0el Fithrich macAedo Uaridnaig O'N\x82ill,,,O'N\x82ill
9610,M\xA0el D\xB9in macM\xA0el Fithrich O'N\x82ill,,,O'N\x82ill
9611,Fergal macM\xA0ele D\xB9in O'N\x82ill,,,O'N\x82ill
9612,Aed All\xA0n macFergal O'N\x82ill,,,O'N\x82ill
9613,Niall Frossach macFergal O'N\x82ill,,,O'N\x82ill
9614,M\xA0el D\xB9in macAedo All\xA0n O'N\x82ill,,,O'N\x82ill
9615,Murchad macM\xA0el D\xB9in O'N\x82ill,,,O'N\x82ill
9616,Aed Oirdnide macN\x82ill Frossach O'N\x82ill,,,O'N\x82ill
9617,Niall Caille macAedo Oirdnide O'N\x82ill,,,O'N\x82ill
9618,M\xA0el D\xB9in macAedo Oirdnide O'N\x82ill,,,O'N\x82ill
9619,Murchad macM\xA0ele D\xB9in O'N\x82ill,,,O'N\x82ill
9620,Flaithbertach macMurchada O'N\x82ill,,,O'N\x82ill
9621,Aed Findliath macN\x82ill Caille O'N\x82ill,,,O'N\x82ill
9622,Flaithbertach macN\x82ill Caille O'N\x82ill,,,O'N\x82ill
9623,Ualgarg macFlaithbertaig O'N\x82ill,,,O'N\x82ill
9624,descended  O'N\x82ill,,,O'N\x82ill
9625,Aed Ua hUalgairg O'N\x82ill,,1067.0,O'N\x82ill
9626,Domnall macAedo Findliath O'N\x82ill,,,O'N\x82ill
9627,Niall Gl\xB9ndub macAedo Findliath O'N\x82ill,,,O'N\x82ill
9628,Muirchertach macN\x82ill Gl\xB9ndub O'N\x82ill,,,O'N\x82ill
