id,name,year_birth,year_death,family,title
43,Alexandra (Charlotte) Hohenzollern,1798.0,1860.0,Hohenzollern,Princess of Prussia
44,Alexander II NicholoevichRomanov,1818.0,1881.0,NicholoevichRomanov,Tsar of Russia
45,Marie of Hesse-Darmstadt,1824.0,1880.0,Hesse-Darmstadt,Princess
46,Olga Nicholovna Romanov,1895.0,1918.0,Romanov,Grand Duchess
47,Tatiana Nicholovna Romanov,1897.0,1918.0,Romanov,Grand Duchess
48,Maria Nicholovna Romanov,1899.0,1918.0,Romanov,Grand Duchess
49,Anastasia Nicholovna Romanov,1901.0,1918.0,Romanov,Grand Duchess
50,Alexis Nicolaievich Romanov,1904.0,1918.0,Romanov,Tsarevich
51,Elizabeth Angela MargueriteBowes-Lyon,1900.0,2002.0,MargueriteBowes-Lyon,Queen of Britain
52,Elizabeth II Alexandra MaryWindsor,1926.0,,MaryWindsor,Queen of Britain
53,Margaret Rose Windsor,1930.0,2002.0,Windsor,Princess
54,Anthony Charles RobertArmstrong-Jones,1930.0,,RobertArmstrong-Jones,Earl of Snowdon 1st
55,David Albert CharlesArmstrong-Jones,1961.0,,CharlesArmstrong-Jones,Viscount Linley
56,Sarah Frances ElizabethArmstrong-Jones,1964.0,,ElizabethArmstrong-Jones,Lady
57,Philip Mountbatten,1921.0,,Mountbatten,Prince Duke of Edinburgh
58,Charles Philip Arthur GeorgeWindsor,1948.0,,GeorgeWindsor,Prince of Wales
59,Anne Elizabeth Alice LouiseWindsor,1950.0,,LouiseWindsor,Princess Royal
60,Andrew Albert Christian EdwardWindsor,1960.0,,EdwardWindsor,Duke of York
61,Edward Anthony RichardWindsor,1964.0,,RichardWindsor,Earl of Wessex
62,Mark Anthony PeterPhillips,1948.0,,PeterPhillips,Captain
63,Peter Mark AndrewPhillips,1977.0,,AndrewPhillips,
64,Zara Anne ElizabethPhillips,1981.0,,ElizabethPhillips,
65,Diana Frances Spencer,1961.0,1997.0,Spencer,Princess of Wales
66,Marina Schleswig-Holstein-Sonderburg,1906.0,1968.0,Schleswig-Holstein-Sonderburg,Princess of Greec&Denmark
67,Edward George NicholasWindsor,1935.0,,NicholasWindsor,Duke of Kent 2nd
68,Henry George CharlesLascelles,1882.0,1947.0,CharlesLascelles,Earl of Harewood 6th
69,Alice Christabel Montagu-Douglas-Scott,1901.0,2004.0,Montagu-Douglas-Scott,Princess
70,Bessie Wallis Warfield,1896.0,1986.0,Warfield,
71,Charles Haakon VII of NorwayGl\x81cksburg,1872.0,1957.0,NorwayGl\x81cksburg,King of Norway
72,Henry of PrussiaHohenzollern,1862.0,1929.0,PrussiaHohenzollern,Prince Grand Admiral
73,Sigismund Hohenzollern,1864.0,1866.0,Hohenzollern,Prince of Prussia
74,Victoria Hohenzollern,1866.0,1929.0,Hohenzollern,Princess of Prussia
75,Waldemar Hohenzollern,1868.0,1879.0,Hohenzollern,Prince of Prussia
76,Sophie Dorothea UlricaHohenzollern,1870.0,1932.0,UlricaHohenzollern,Queen of Greece
77,Charlotte of Saxe-MeiningenHohenzollern,1860.0,1919.0,Saxe-MeiningenHohenzollern,Duchess
78,Margaret Beatrice FeodoraHohenzollern,1872.0,1954.0,FeodoraHohenzollern,Princess of Prussia
79,Irene Marie Louise Anna ofHesse,1866.0,1953.0,ofHesse,Princess
80,Waldemar Hohenzollern,1889.0,1945.0,Hohenzollern,Prince of Prussia
81,Henry Victor LouisHohenzollern,1900.0,1904.0,LouisHohenzollern,Prince of Prussia
82,Sigismund Hohenzollern,1896.0,1978.0,Hohenzollern,Prince of Prussia
83,Ernest Louis von Hessen-Darmstadt,1868.0,1937.0,Hessen-Darmstadt,Grand Duke of Hesse
84,"Elizabeth ""Ella"" von Hessen",1864.0,1918.0,Hessen,Grand Duchess
85,"Marie Victoria Feodore ""May""von Hessen",1874.0,1878.0,Hessen,
86,Frederick von Hessen,1870.0,1873.0,Hessen,
87,William Henry AndrewWindsor,1941.0,1972.0,AndrewWindsor,Prince of Gloucester
88,Richard Alexander WalterWindsor,1944.0,,WalterWindsor,Duke of Gloucester 2nd
89,Birgitte Eva of Denmarkvon Deurs,1946.0,,Deurs,Duchess
90,Alexander Patrick GregersWindsor,1974.0,,GregersWindsor,Earl of Ulster
91,Earl Winfield Spencer,1888.0,1950.0,Spencer,Jr.
92,Ernest Aldrich Simpson,1897.0,1958.0,Simpson,
93,Frances Burke RuthRoche,1936.0,2004.0,RuthRoche,Hon.
94,Marie Alexandrovna Romanov,1853.0,1920.0,Romanov,Grand Duchess of Russia
95,Alfred Alexander William ErnestWettin,1874.0,1899.0,ErnestWettin,Prince of Saxe-Coburg
96,Marie of Saxe-Coburg-GothaWettin,1875.0,1938.0,Saxe-Coburg-GothaWettin,Queen of Romania
97,Victoria Melita of EdinburghWettin,1876.0,1936.0,EdinburghWettin,Grand Duchess
98,Alexandra Louise Olga VictoriaWettin,1878.0,1942.0,VictoriaWettin,Princess
99,Beatrice Leopoldine VictoriaWettin,1884.0,1966.0,VictoriaWettin,Princess
100,Louis von Battenberg,1854.0,1921.0,Battenberg,Prince of Battenberg
101,Alice of Battenberg,1885.0,1969.0,Battenberg,Princess
102,George Mountbatten,1892.0,1938.0,Mountbatten,Marquess of Milford hav 2
103,Louis of BurmaMountbatten,1900.0,1979.0,BurmaMountbatten,Earl Mountbatten of Burma
104,Andrew Schleswig-Holstein-Sonderburg,1882.0,1944.0,Schleswig-Holstein-Sonderburg,Prince of Greece&Denmark
105,Alexander William GeorgeDuff,1849.0,1912.0,GeorgeDuff,Duke of Fife 1st
106,Alexandra Helen Elizabeth OlgaWindsor,1936.0,,OlgaWindsor,Princess of Kent
107,Michael George Charles FranklinWindsor,1942.0,,FranklinWindsor,Prince of Kent
108,Angus James BruceOgilvy,1928.0,2004.0,BruceOgilvy,Rt.Hon. Sir
109,James Robert BruceOgilvy,1964.0,,BruceOgilvy,
110,Marina Victoria AlexandraOgilvy,1966.0,,AlexandraOgilvy,
111,Katherine Lucy MaryWorsley,1933.0,,MaryWorsley,Duchess of Kent
112,George Philip of St. AndrewsWindsor,1962.0,,AndrewsWindsor,Earl of St. Andrews
113,Helen Marina LucyWindsor,1964.0,,LucyWindsor,Lady
114,Nicholas Charles EdwardWindsor,1970.0,,EdwardWindsor,Lord
115,William Arthur Philip LouisWindsor,1982.0,,LouisWindsor,Prince of Wales
116,Henry Charles Albert DavidWindsor,1984.0,,DavidWindsor,Prince of Wales
117,F Christian von Schleswig-Holstein,1831.0,1917.0,Schleswig-Holstein,Prince Schleswig-Holstein
118,Marie Louise von Schleswig-Holstein,1872.0,1956.0,Schleswig-Holstein,Princess
119,Aribert Joseph Alexandervon Anhalt,1864.0,1933.0,Anhalt,Prince of Anhalt
120,Louise Margaret of PrussiaHohenzollern,1860.0,1917.0,PrussiaHohenzollern,Duchess of Clarence
121,Margaret Victoria of SwedenWettin,1882.0,1920.0,SwedenWettin,Crown Princess
122,Arthur Frederick of ConnaughtWettin,1883.0,1938.0,ConnaughtWettin,
123,Victoria Patricia HelenWettin,1886.0,1974.0,HelenWettin,Lady Ramsay
124,Gustav VI Adolf of SwedenBernadotte,1882.0,1973.0,SwedenBernadotte,King of Sweden
125,Alexandra Victoria Alberta EdwinaDuff,1891.0,1959.0,EdwinaDuff,Duchess of Fife
126,Alexander Robert MauleRamsay,1881.0,1972.0,MauleRamsay,Admiral Hon.Sir
127,Isabella de France,1292.0,1358.0,France,
129,Leopold Charles EdwardWettin,1884.0,1954.0,EdwardWettin,Duke of Saxe-Coburg-Gotha
130,George III William FrederickHanover,1738.0,1820.0,FrederickHanover,King of Britain
131,Charlotte-Sophia von Mecklenburg,1744.0,1818.0,Mecklenburg,Duchess of Mecklenburg
132,Adolphus Frederick of CambridgeHanover,1774.0,1850.0,CambridgeHanover,Duke of Cambridge 1st
133,Edward Augustus Hanover,1767.0,1820.0,Hanover,Duke of Kent
134,Augusta Wilhelmina Louisavon Hessen,1797.0,1889.0,Hessen,Princess of Hesse-Castel
135,Augusta Caroline CharlotteHanover,1822.0,1916.0,CharlotteHanover,
136,"Mary Adelaide ""Fat Mary""Hanover",1833.0,1897.0,"Mary""Hanover",
137,Francis Paul Charles Louisvon Teck,1837.0,1900.0,Teck,Duke of Teck 1st
138,Victoria Mary Louisavon Saxe-Coburg,1786.0,1861.0,Saxe-Coburg,Princess
139,Ernest I ofSaxe-Coburg-Saalfeld,1784.0,1844.0,ofSaxe-Coburg-Saalfeld,Duke of Saxe-Coburg-Gotha
140,Louise of Saxe-Gotha-Altenburg,1800.0,1831.0,Saxe-Gotha-Altenburg,
141,George IV Augusta FrederickHanover,1762.0,1830.0,FrederickHanover,King of Britain
142,Maria Anne Smythe,1756.0,1837.0,Smythe,
143,Caroline Amelia Brunswick-Wolfenb\x81ttel,1768.0,1821.0,Brunswick-Wolfenb\x81ttel,
144,Charlotte Augusta of WalesHanover,1796.0,1817.0,WalesHanover,Princess
145,Claude George Bowes-Lyon,1855.0,1944.0,Bowes-Lyon,Earl of Strathmore 14th
146,Cecilia Nina Cavendish-Bentinck,1862.0,1938.0,Cavendish-Bentinck,Countess of Strathmore
147,Margarita Schleswig-Holstein-Sonderburg,1905.0,1981.0,Schleswig-Holstein-Sonderburg,Princess
148,Th\x82odora Schleswig-Holstein-Sonderburg,1906.0,1969.0,Schleswig-Holstein-Sonderburg,Princess
149,Vladimir Alexandrovitch Romanov,1847.0,1909.0,Romanov,Grand Duke
150,Alexis Alexandrovich Romanov,1850.0,1908.0,Romanov,Grand Duke
151,Serge Alexandrovich Romanov,1857.0,1905.0,Romanov,Grand Duke
152,Paul Alexandrovich Romanov,1860.0,1919.0,Romanov,Grand Duke
153,George Alexandrovich Romanov,1871.0,1899.0,Romanov,Grand Duke Thronfolger
154,Xenia Alexandrovna Romanov,1875.0,1960.0,Romanov,Grand Duchess
155,"Michael ""Mischa"" AlexandrovichRomanov",1878.0,1918.0,AlexandrovichRomanov,Grand Duke Thronfolger
156,Olga Alexandrovna Romanov,1882.0,1960.0,Romanov,Grand Duchess
157,Marie Pavlovna von Mecklenburg,1854.0,1920.0,Mecklenburg,Grand Duchess
158,Kirill Vladimirovitch Romanov,1876.0,1938.0,Romanov,Grand Duke of Russia
159,Boris Vladimirovich Romanov,1877.0,1943.0,Romanov,Grand Duke
160,Andrei (Andrew) VladimirovichRomanov,1879.0,1956.0,VladimirovichRomanov,Grand Duke
161,Mathilde (Maria) Krzesinska,1872.0,1971.0,Krzesinska,
162,Frederick William IIIHohenzollern,1770.0,1840.0,IIIHohenzollern,King of Prussia
163,Alexandra Schleswig-Holstein-Sonderburg,1870.0,1891.0,Schleswig-Holstein-Sonderburg,Princess
164,Dmitri Pavlovich Romanov,1891.0,1942.0,Romanov,Grand Duke
165,Nicholas Constantinovich Romanov,1850.0,1918.0,Romanov,
166,Irina Alexandrovna Romanov,1895.0,1970.0,Romanov,
167,Felix Felixovitch Yussoupov,1887.0,1967.0,Yussoupov,Count Soumarokov-Elston
168,Sarah Margaret Ferguson,1959.0,,Ferguson,Duchess of York
169,Ronald Ivor Ferguson,1931.0,2003.0,Ferguson,Major
170,Susan Mary Wright,1937.0,,Wright,
171,Teackle Wallis Warfield,1869.0,1896.0,Warfield,
172,Alice M Montague,1869.0,1929.0,Montague,
173,Violet Hyacinth Bowes-Lyon,1882.0,1893.0,Bowes-Lyon,
174,Mary Frances Bowes-Lyon,1883.0,1961.0,Bowes-Lyon,
175,Patrick Bowes-Lyon,1884.0,1949.0,Bowes-Lyon,Earl of Strathmore 15th
176,John Herbert Bowes-Lyon,1886.0,1930.0,Bowes-Lyon,
177,Alexander Francis Bowes-Lyon,1887.0,1911.0,Bowes-Lyon,
178,Fergus Bowes-Lyon,1889.0,1915.0,Bowes-Lyon,Captain
179,Rose Constance Bowes-Lyon,1890.0,1967.0,Bowes-Lyon,Countess Granville
180,Michael Claude HamiltonBowes-Lyon,1893.0,1953.0,HamiltonBowes-Lyon,Lt.Col
181,David Bowes-Lyon,1902.0,1961.0,Bowes-Lyon,Sir JP
182,Claude Bowes-Lyon,1824.0,1904.0,Bowes-Lyon,Earl of Strathmore 13th
183,Frances Dora Smith,1832.0,1922.0,Smith,
184,Thomas Lyon-Bowes,1773.0,1846.0,Lyon-Bowes,Earl of Strathmore 11th
185,Mary Elizabeth LouisaCarpenter,1783.0,1811.0,LouisaCarpenter,
186,Thomas George Lyon-Bowes,1822.0,1865.0,Lyon-Bowes,Earl of Strathmore 12th
187,John Lyon Bowes,1737.0,1776.0,Bowes,Earl of Strathmore 9th
188,Mary Eleanor Bowes,1748.0,1800.0,Bowes,
189,John Lyon Bowes,1769.0,1820.0,Bowes,Earl of Strathmore 10th
190,Andrew Robinson Stoney,1747.0,1810.0,Stoney,MP
191,Sydney Buller-Fullerton-Elphinstone,1869.0,1955.0,Buller-Fullerton-Elphinstone,Baron Elphinston 16th
192,Dorothy Beatrix Godolphin-Osborne,1888.0,1946.0,Godolphin-Osborne,Lady
193,Fenella Hepburn-Stuart-Forbes-Trefusis,1889.0,1966.0,Hepburn-Stuart-Forbes-Trefusis,Hon
194,Christian Norah Dawson-Damer,1890.0,1959.0,Dawson-Damer,Lady
195,William Spencer Leveson-Gower,1880.0,1953.0,Leveson-Gower,Earl Granville 4th
196,Elizabeth Margaret Cator,1899.0,1959.0,Cator,
197,Rachel Pauline Spender-Clay,1907.0,1996.0,Spender-Clay,Lady
198,Jeanne d'Albret,1528.0,1572.0,d'Albret,Queen of Navarre
199,Frederick Charles Hohenzollern,1828.0,1885.0,Hohenzollern,Prince of Prussia
200,Maria Anne ofAnhalt-Dessau,1837.0,1906.0,ofAnhalt-Dessau,
201,John Douglas SutherlandCampbell,1845.0,1914.0,SutherlandCampbell,Duke of Argyll 9th
202,Frederick Augustus Hanover,1763.0,1827.0,Hanover,Duke of York
203,William IV HenryHanover,1765.0,1837.0,HenryHanover,King of Britain
204,Charlotte Augusta MatildaHanover,1766.0,1828.0,MatildaHanover,Princess Royal
205,Ferdinand of Saxe-Coburg-Gotha,1785.0,1851.0,Saxe-Coburg-Gotha,
206,Mary von W\x81rttemberg,1799.0,1860.0,W\x81rttemberg,
207,Charles William F.Cavendish-Bentinck,1817.0,1865.0,F.Cavendish-Bentinck,Reverend
208,Caroline Louisa Burnaby,1832.0,1918.0,Burnaby,
209,Augusta Sophia Hanover,1768.0,1840.0,Hanover,
210,Elizabeth Hanover,1770.0,1840.0,Hanover,
211,Frederick VI von Hessen-Homburg,1769.0,1829.0,Hessen-Homburg,Landgrave Hessen-Homburg
212,Ernest Augustus IHanover,1771.0,1851.0,IHanover,King of Hanover
213,Augustus Frederick Hanover,1773.0,1843.0,Hanover,Duke of Sussex
214,Mary Hanover,1776.0,1857.0,Hanover,Princess
215,Sophia Matilda Hanover,1777.0,1848.0,Hanover,
216,Octavius Hanover,1779.0,1783.0,Hanover,
217,Alfred Hanover,1780.0,1782.0,Hanover,
218,Amelia Hanover,1783.0,1810.0,Hanover,
219,Adelaide Louisa TheresaSaxe-Meiningen,1792.0,1849.0,TheresaSaxe-Meiningen,
220,Charlotte Augusta LouisaHanover,1819.0,1819.0,LouisaHanover,
221,Elizabeth Georgiana AdelaideHanover,1820.0,1821.0,AdelaideHanover,
222,Child Hanover,1822.0,1822.0,Hanover,
223,Twins Hanover,1824.0,1824.0,Hanover,
224,Marie von Battenberg,1852.0,1923.0,Battenberg,
225,Christian IX Schleswig-Holstein,1818.0,1906.0,Schleswig-Holstein,King of Denmark
226,Louise Wilhelmina ofHesse-Cassel,1817.0,1898.0,ofHesse-Cassel,Princess
227,William George I of HellenesSchleswig,1845.0,1913.0,HellenesSchleswig,King of Greece
228,Olga Constantinovna Romanov,1851.0,1926.0,Romanov,Princess of Russia
229,Nicholas Schleswig-Holstein-Sonderburg,1872.0,1938.0,Schleswig-Holstein-Sonderburg,Prince of Greece
230,Catherine Schleswig-Holstein-Sonderburg,1913.0,,Schleswig-Holstein-Sonderburg,Lady
231,Irene Schleswig-Holstein-Sonderburg,1904.0,1974.0,Schleswig-Holstein-Sonderburg,Princess
232,Paul I Schleswig-Holstein-Sonderburg,1901.0,1964.0,Schleswig-Holstein-Sonderburg,King of Greece
233,Helen Schleswig-Holstein-Sonderburg,1896.0,1982.0,Schleswig-Holstein-Sonderburg,Princess of Greece
234,Alexander I Schleswig-Holstein,1893.0,1920.0,Schleswig-Holstein,King of Greece
235,Sumner Moore Kirby,1895.0,1945.0,Kirby,
238,Louise Alexandra Mountbatten,1889.0,1965.0,Mountbatten,Princess
239,Edward John VIIISpencer,1924.0,1992.0,VIIISpencer,Earl of Spencer 8th
240,Elizabeth Sarah Spencer,1955.0,,Spencer,Hon. Lady
241,Cynthia Jane Spencer,1957.0,,Spencer,Lady
242,Charles Edward MauriceSpencer,1964.0,,MauriceSpencer,Earl Spencer 9th
243,Raine McCorquodale,1929.0,,McCorquodale,
244,George Henry HubertLascelles,1923.0,,HubertLascelles,Earl of Harwood 7th
245,Louise Marie d'Orleans,1812.0,1850.0,d'Orleans,
246,Ludwig IX ofHesse-Darmstadt,1719.0,1790.0,ofHesse-Darmstadt,Landgrave Hesse-Darmstadt
247,Frederick I von W\x81rttemberg,1754.0,1816.0,W\x81rttemberg,King of W\x81rttemberg
248,Frederica of Mecklenburg-Strelitz,1778.0,1841.0,Mecklenburg-Strelitz,Duchess
249,George V Hanover,1819.0,1878.0,Hanover,King of Hanover
250,Marie-Alexandrina of Saxe-Altenburg,1818.0,1907.0,Saxe-Altenburg,Princess
251,Ernest Augustus of CumberlandHanover,1845.0,1923.0,CumberlandHanover,Duke of Cumberland 3rd
252,Frederica Sophia MarieHanover,1848.0,1926.0,MarieHanover,
253,Marie Ernestine JosephineHanover,1849.0,1904.0,JosephineHanover,
254,Thyra Amelia CarolineSchleswig-Holstein,1853.0,1933.0,CarolineSchleswig-Holstein,Princess of Denmark
255,Marie Louise Victoria CarolineHanover,1879.0,1948.0,CarolineHanover,
256,George William ChristianHanover,1880.0,1912.0,ChristianHanover,Earl of Armagh
257,Alexandra Louise Marie OlgaHanover,1882.0,1963.0,OlgaHanover,
258,Olga Adelaide Louise MarieHanover,1884.0,1958.0,MarieHanover,
259,Christian Frederick WilliamHanover,1885.0,1901.0,WilliamHanover,
260,Ren\x82 Charles Marie ofBourbon-Parma,1894.0,,ofBourbon-Parma,Prince
261,Liutbert Alfons von Pawel-Rammingen,1843.0,1932.0,Pawel-Rammingen,Baron 6th
262,George William of CambridgeHanover,1819.0,1904.0,CambridgeHanover,Duke of Cambridge 2nd
263,Sarah (Louisa) Fairbrother,1815.0,1890.0,Fairbrother,Actress
264,George William AdolphusFitzGeorge,1843.0,1907.0,AdolphusFitzGeorge,Col. Welsh Fusaliers
265,Adolphus Augustus FrederickFitzGeorge,1846.0,1922.0,FrederickFitzGeorge,Sir RearAdm RN
266,Augustus Charles FrederickFitzGeorge,1847.0,1933.0,FrederickFitzGeorge,Col. 11th Hussars
267,Rosa Fredericka Baring,1854.0,1927.0,Baring,
268,George William FredrickFitzGeorge,1892.0,1960.0,FredrickFitzGeorge,Commander RN
269,Mabel Iris FitzGeorge,1886.0,,FitzGeorge,
270,George Daphn\x82 FitzGeorge,1889.0,1954.0,FitzGeorge,Red Cross Nurse
271,Frederick William von Mecklenburg,1819.0,1904.0,Mecklenburg,Grand Duke of Mecklenburg
272,George V von Mecklenburg-Strelitz,1848.0,1914.0,Mecklenburg-Strelitz,Grand Duke of Mecklenburg
273,Elizabeth Marie ofAnhalt,1857.0,1933.0,ofAnhalt,Princess
274,Adolphus Frederick VIvon Mecklenburg,1882.0,1918.0,Mecklenburg,Grand Duke of Mecklenburg
275,Charles Borwin von Mecklenburg,1888.0,1908.0,Mecklenburg,
276,Victoria Marie von Mecklenburg,1878.0,1948.0,Mecklenburg,
277,Augusta Charlotte Juttavon Mecklenburg,1880.0,1946.0,Mecklenburg,
278,Adolphus II of TeckCambridge,1868.0,1927.0,TeckCambridge,Duke of Teck
279,Francis Joseph Leopold Frederick ofTeck,1870.0,1910.0,ofTeck,PrinceMajor Dragoons
280,Alexander George of TeckCambridge,1874.0,1957.0,TeckCambridge,Earl of Athlone 1st
281,Margaret Evelyn Grosvenor,1873.0,1929.0,Grosvenor,Lady
282,George Francis HughCambridge,1895.0,1981.0,HughCambridge,Marquess of Cambridge
283,Frederick Charles EdwardCambridge,1907.0,1940.0,EdwardCambridge,Capt. Coldstream Guards
284,Victoria Constance MaryCambridge,1897.0,1987.0,MaryCambridge,Lady
285,Helena Cambridge,1899.0,1969.0,Cambridge,Lady
286,EdwardIIof,1284.0,1327.0,of,King of England
287,Rupert Alexander GeorgeCambridge,1907.0,1928.0,GeorgeCambridge,Vicount Trematon
288,Maurice Francis GeorgeCambridge,1910.0,1910.0,GeorgeCambridge,Prince of Teck
289,May Helen EmmaCambridge,1906.0,1994.0,EmmaCambridge,Lady
290,William Frederick of GloucesterHanover,1776.0,1834.0,GloucesterHanover,Duke of Gloucester 2nd
291,Gerald David Lascelles,1924.0,,Lascelles,Hon.
292,Marion (Maria) Donata NanettaStein,1926.0,,NanettaStein,Countess
293,David Henry GeorgeLascelles,1950.0,,GeorgeLascelles,Viscount Lascelles
294,James Edward Lascelles,1953.0,,Lascelles,Hon.
295,(Robert) Jeremy HughLascelles,1955.0,,HughLascelles,Hon.
296,Angela Dowding,1919.0,,Dowding,
297,Henry Ulick Lascelles,1953.0,,Lascelles,
298,William X ofHesse-Cassel,1787.0,1867.0,ofHesse-Cassel,Landgrave of Hesse
299,Louise Charlotte of DenmarkOldenburg,1789.0,1864.0,DenmarkOldenburg,Princess
300,Frederick William ofHesse-Cassel,1820.0,1884.0,ofHesse-Cassel,Landgrave of Hesse
301,Frederick III von Hessen-Cassel,1747.0,1837.0,Hessen-Cassel,Landgrave of Hesse-Castel
302,Caroline Polyxena ofNassau-Usingen,1762.0,1823.0,ofNassau-Usingen,Princess
303,Alexander von W\x81rttemberg,1804.0,1885.0,W\x81rttemberg,Duke of W\x81rtemberg
304,Claudine von Kis-Rh\x82de,1812.0,1841.0,Kis-Rh\x82de,Countess Rhedey
305,Claudine von Teck,1836.0,1894.0,Teck,Princess of Teck
306,Amelie von Hohenstein,1838.0,1893.0,Hohenstein,Princess of Teck
307,Paul von Hugel,1835.0,1897.0,Hugel,Baron von H\x81gel
308,Paul von Hugel,1872.0,1912.0,Hugel,Count
309,Ferdinand I ofHohenzollern-Sigmaringen,1865.0,1927.0,ofHohenzollern-Sigmaringen,King of Romania
310,Christian Victor von Schleswig-Holstein,1867.0,1900.0,Schleswig-Holstein,Prince
311,Albert John von Schleswig-Holstein,1869.0,1931.0,Schleswig-Holstein,Duke Schleswig-Holstein
312,Helena Victoria von Schleswig-Holstein,1870.0,1948.0,Schleswig-Holstein,Princess
313,Frederick Harold von Schleswig-Holstein,1876.0,1876.0,Schleswig-Holstein,Prince
314,Patricia Elizabeth Tuckwell,1926.0,,Tuckwell,
315,Mark Hubert Lascelles,1964.0,,Lascelles,Hon.
316,Elizabeth Evelyn Collingwood,1924.0,,Collingwood,
317,Davina Elizabeth AliceWindsor,1977.0,,AliceWindsor,Lady
318,Rose Victoria BirgitteWindsor,1980.0,,BirgitteWindsor,Lady
319,Marie-Christine von Reibnitz,1945.0,,Reibnitz,Baroness
320,Frederick Michael George DavidWindsor,1979.0,,DavidWindsor,Lord
321,George II AugustusHanover,1683.0,1760.0,AugustusHanover,King of Britain
322,Wilhelmina-Caroline von Brandenburg,1683.0,1737.0,Brandenburg,
323,Frederick Louis Hanover,1707.0,1751.0,Hanover,Prince of Wales
324,Anne Hanover,1709.0,1759.0,Hanover,Princess Royal
325,Amelia Sophia EleanorHanover,1711.0,1786.0,EleanorHanover,
326,Caroline Elizabeth Hanover,1713.0,1759.0,Hanover,
327,Son Hanover,1716.0,1716.0,Hanover,
328,George William Hanover,1717.0,1718.0,Hanover,
329,William Augustus of CumberlandHanover,1721.0,1765.0,CumberlandHanover,Duke of Cumberland
330,Mary Hanover,1723.0,1772.0,Hanover,
331,Louisa Hanover,1724.0,1751.0,Hanover,
332,Augusta of Saxe-Gotha,1719.0,1772.0,Saxe-Gotha,
333,Augusta Hanover,1737.0,1813.0,Hanover,Princess Royal
334,Edward Augustus Hanover,1739.0,1767.0,Hanover,Duke of York
335,Elizabeth Caroline Hanover,1740.0,1759.0,Hanover,
336,William Henry of GloucesterHanover,1743.0,1805.0,GloucesterHanover,Duke of Gloucester 1
337,Henry Frederick of CumberlandHanover,1745.0,1790.0,CumberlandHanover,Duke of Cumberland
338,Louisa Anne Hanover,1749.0,1768.0,Hanover,
339,Frederick William Hanover,1750.0,1765.0,Hanover,
340,Caroline Matilda Hanover,1751.0,1775.0,Hanover,Princess
341,George I LouisHanover,1660.0,1727.0,LouisHanover,King of Britain
342,Sophia Dorothea ofBrunswick-L\x81neburg,1666.0,1726.0,ofBrunswick-L\x81neburg,Duchess Brunswick-L\x81nebur
343,Sophia Dorothea Hanover,1687.0,1757.0,Hanover,
344,Frederick V of DenmarkOldenburg,1723.0,1766.0,DenmarkOldenburg,King of Denmark
345,Frederick William ofSchleswig-Holstein,1785.0,1831.0,ofSchleswig-Holstein,Duke Schleswig-Holstein
346,Louise Caroline von Hessen-Cassel,1789.0,1867.0,Hessen-Cassel,Princess
347,Alexander of the Rhinevon Hessen,1823.0,1888.0,Hessen,Prince of Hesse
348,Julia of BattenbergHauke,1825.0,1895.0,BattenbergHauke,Princess of Battenberg
349,Louis II of the Rhinevon Hessen,1777.0,1848.0,Hessen,Grand Duke of Hesse
350,Wilhelmina von Baden,1788.0,1836.0,Baden,Princess of Baden
351,John (Hans) MauriceHauke,1775.0,1830.0,MauriceHauke,Count
352,Sophie la Fontaine,1790.0,1831.0,Fontaine,
353,Constantine Nikolaievitch Romanov,1827.0,1892.0,Romanov,Grand Duke of Russia
354,Elizabeth Alexandra ofSaxe-Altenburg,1830.0,1911.0,ofSaxe-Altenburg,Princess
355,Joseph of Saxe-Altenburg,1789.0,1868.0,Saxe-Altenburg,Duke of Saxe-Altenburg
356,Amalie von W\x81rttemberg,1799.0,1848.0,W\x81rttemberg,Duchess
357,Charles von Hessen,1809.0,1877.0,Hessen,Prince
358,Elizabeth of PrussiaHohenzollern,1815.0,1885.0,PrussiaHohenzollern,Princess of Prussia
360,William Charles A.Cavendish-Bentinck,1780.0,1826.0,A.Cavendish-Bentinck,Lord Lt-Col Army
361,Anne Wellesley,1788.0,1875.0,Wellesley,form. Lady Abdy
362,Edwyn Burnaby,1799.0,1867.0,Burnaby,Captain JP
363,Anne Caroline Salisbury,1806.0,1881.0,Salisbury,
364,Oswald Smith,1794.0,1863.0,Smith,
365,Henrietta Mildred Hodgson,,,Hodgson,
366,Albert Edward JohnSpencer,1892.0,1975.0,JohnSpencer,Earl of Spencer 7th
367,Cynthia Elinor BeatrixHamilton,1897.0,1972.0,BeatrixHamilton,Lady
368,Edmund Maurice BurkeRoche,1885.0,1955.0,BurkeRoche,Baron Fermoy 4th
369,Ruth Sylvia Gill,1908.0,1993.0,Gill,Lady Fermoy
370,James Boothby BurkeRoche,1851.0,1920.0,BurkeRoche,Baron Fermoy 3rd
371,Frances Ellen Work,1857.0,1947.0,Work,
372,Frank Work,1819.0,1911.0,Work,
373,Ellen Wood,1831.0,1877.0,Wood,
374,John Wood,1785.0,1848.0,Wood,
375,Ellen Strong,1802.0,1863.0,Strong,
376,John Work,,,Work,
377,Sarah Boude,,,Boude,
378,Edmund Burke Roche,1815.0,1874.0,Roche,Baron Fermoy 1st
379,Elizabeth Caroline Boothby,1821.0,1897.0,Boothby,
380,James Brownell Boothby,1791.0,1850.0,Boothby,
381,Charlotte Cunningham,,1893.0,Cunningham,
382,Edward Roche,,1855.0,Roche,
